language,text
tamil,Ithu 96 Yaara yematha paakureenga  Semma
tamil,Naiker samugam ungalai valthugirathu thirumavalavanuku serupadi
english,i would like coffee now
portuguese,desliga o alarme das cinco da tarde
french,envoie un email à marissa
tamil,En da secret open panni vachurkinga teser la 
english,what new movies available today
tamil,Bangam pakandippa movie ya theaterlatha papan
french,est cette semaine une semaine de paie
portuguese,o que significa a palavra hipocrisia
arabic,شغل كثير اشتقت لمحمد عبده
tamil,I support 20noi support Indian Cinema
tamil,Shruti Hassans premam dance iruka ithula
tamil,thala veriyans Maddum oru like poddu vidunga bro
tamil,Thala veera11 sema mass therikka vedalam aa
tamil,Trailer nalla dhan ya iruku  best of luck
tamil,I am Surya fan Mari miru
tamil,Omg
malayalam,HIGH VOLTAGE INSIDE UNAUTHORIZED PERSONS KEEP OUT 
tamil,Varalam varalam vaa varalam vaa Bairavaa
tamil,Thala always mass marana  waiting NKP
tamil,Politicians ah intha padathlayum vachi senjirykanuva pola
tamil,Sema trailer thanku siva  team
tamil,Vera level thala Imputtu azhaga irukiyee thala
arabic,الحرب في اليمن
kannanda,Olle comeback movie prajwal avrge
tamil,Kola mass la aaaattthiii pangam panitinga block buster
malayalam,padam kanditt ivida vannavar aarokke 
dutch,heb ik vandaag evenementen
tamil,Indha padam vetri adaya seyvom
german,wie viele besprechungen habe ich diese woche
tamil,Vadivelu styla sollanumna Engada inga iruntha phona kaanom
tamil,Lol Ethu konjam kuda Jayalalitha kuda match aagalaieya
tamil,thala  moovie  vetri pera  vazhthukkal Best moovie
tamil,Kaithi  Diwali  Karthi Anna
tamil,Trailer last scence ha delete pannunga
tamil,Padathukku  oru  national  award parcel
dutch,trein tijd van almelo naar hengelo
malayalam,Oru doubt ithil ethu kalakhattamanu kanikhunnathu
tamil,Evlo neram 4
german,bitte trag ferien in kuba am zweiten april in meinen kalender ein
kannanda,All d best for appu fans
tamil,Naan iruken Padam hitu
malayalam,Ettan kootiya koodoola adurappa end diloga id chirichu chavum
dutch,heb ik vandaag enige e-mails van sam gekregen
tamil,Jithu kaali singaar singh veri Aatam
tamil,4 days 1 trending mass kattrar phaa
kannanda,Amazing movie pls yellaru movie nodi
hindi,मिर्ची तड़का का podcast
tamil,GV prakash in Bgm padathuku extra strength
malayalam,bgm kollam greater father ila villianila poola
malayalam,Ee trailer kand Putan panam samyam pole kandengil adi like  ðð
malayalam,Roshan chettooyyy eth Kayamkulam Kochunni pole aavumo Script strong Alle Ticket adukkallo lle
dutch,heeft mijn moeder een e-mail gestuurd
tamil,thala rasigana vida thapathy rasigandhan adhigama pakranga eppa varum notta sollalamnu pudichirundhalaum comment podanumnu podranga edukkkkkkku
arabic,شغل الكتاب المسموع لا تحزن
tamil,Super nanba I am sun actor PMK
portuguese,criar um lembrete que tenho de visitar o meu pai amanhã
tamil,DIRECTOR VIJAY mind voice  THALAIVA flop aana Enna THALAIVI irukalanamakku tha intha varusham NATIONAL AWARD  Tamil Nadu makkal adi seruppala naayeamooditu poda
tamil,Please support friends my tik tok id aravindking5007
tamil,Beethoven music copied illayaraja ithuku ena solaporan
english,use google to show me how to cook
tamil,Super star rajni kanth sir king in cinema
malayalam,NIVIN FAANS COMMENT DQ FAANS LIKEðð
italian,vorrei aggiungere un appuntamento a pranzo con michele giorgio e simone
tamil,Sivakarthikeyan remo record ahye pudika mudela vandhutanugawig mandaya panssura part 2conform
tamil,thalaivaa Vera level nokki poitae erukinga
malayalam,mammootty mamangam unni mukundhan padma kumar
kannanda,Thriller Movie Andre ee Tara Irbeku
english,send an email to mom subject weather body what is the weather like there this week
tamil,raja Rani  mouna ragam  theri  satriyan
tamil,Thalaaaaaaaaaaaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaa
malayalam,Ethra kettallum feel maratha oru sond
tamil,Amithp and thala billa and ragini ithan enga thala
arabic,أبي قهوة الحين
tamil,Thalaivar style its vera level
tamil,Proud to be sk fan gethu sk
tamil,Yarelam dislike paninglo avangellam Onnum illa reason mtm slitu pongada naingla
english,what are my calendar event
portuguese,jogar jogos
english,send me alert on any new topic on politics
tamil,Kola kandula irrukam veral level mass thalaiva
italian,quando voglio prendere appunti
malayalam,Ente ponnoo ijjathii marana masss
tamil,Ayyo thala mass
japanese,太陽光ガーデンステーキって何
dutch,crieeer een herinnering voor visumaanvraag op deze donderdag
portuguese,lembrar-me do calendário
portuguese,mudar as minhas luzes para uma cor aleatória
tamil,Ravi Anna I like very much
tamil,petta marana mass iruku smile
malayalam,mammokka thug life mashup
arabic,olly ذكرني انه لازم أكون في المكتبه بعد اسبوع من اليوم الساعة خمسة
malayalam,Ith kaanunathinu munp thane like adicha njan
english,when defining words give thesaurus and use in a sentence to make it clearer
japanese,パンダのシャンシャンの更新情報を教えて
tamil,I think Joseph kuruvila is from kerala kottayam
malayalam,W8ing  4 part  2
malayalam,Last aaa âTHALAIVAAAAâviliyil goosebumps kittiyavarkk like adikkanullla comment
tamil,Nala vela nan kooda enga nala eduthu  etho jhansi rani rangeuku katiduvanunga nu bayantn Nala velaa
malayalam,Ikka fans pattunavar ente channel onnu subscribe cheyamoo plz
tamil,SK Fans Saarpa Valthukkal Sir ð
tamil,aathii yenna pa different aah eruku sama
tamil,enna god father part 4 ah
tamil,Dei 90s kids innum 80s kids yengaluke Kalyanam aavaama vettiyadhaan irukom adhukulla Periya trend Mayuru madhiri moochuku 300 dharava 90s kidkonjam adakungada thambigala
dutch,maak wat koffie
malayalam,Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa
tamil,Saguratha irutha sanda potu saganum yar kallaium vizla kudathu   No fear
english,send an email to my manager
dutch,speel alles van mijn recente afspeellijst
kannanda,Yes bro avaga song ajneesh sir voice alli ittu
tamil,Hit like if u r vj fans
tamil,Ultimate goosebumps selva Suriya yuvan sai pallavi
tamil,Arya Sashesha Kaapan Shooting la thaan MARRIAGE PANI MUDIVU PANI ERUPANGALO
dutch,heb ik aankomende gebeurtenissen in mijn agenda
tamil,I think rajes is juli die hard fan hahahhaahah
tamil,super vijayLOVE YOU ilaya thalapathy Im waiting
tamil,thala is a fire in real life thalaaaaaaaaaaaaaaa your alaways great
kannanda,What a song  Jai Kannada
french,jouer le livre audio récemment ajouté
malayalam,Ith polikkum kanditt oru atom bombin vakayundd
french,quel est le nom du chanteur de ce groupe
malayalam,Ithu enthanu kilichundan mambazhamb 2 partohihi comedy padamanennu thonunnu
tamil,4 Days Ago Trending No 1  KAAPPAAN 
tamil,Oru mairum puriyala trailer la Shiva      enna Tha sollavaran konjam sollunga boss puriyera madiri
tamil,Wait until seeing full movie dont put negative comments
tamil,Entha padam velangathu da nasama poidum da
tamil,155  To all THALA  THALAPATHY fanzz   That dialogue  ðððð
tamil,Sema sema top tucker Vera level
spanish,necesito llegar a la ubicación llama a un taxi
tamil,At 213 He looks like EMINEM
malayalam,Ithenthu kashta Ithemgane saadhikunnu  Oru rakshayilla Adipoli adipoli aaaaadipoli  Nte ponne Backgroundum ellavarum onninonnu mecham  Sreenath bhaasi  Shine nigam  Ho nte ponne  Ithu kalakum Urappa  Ennaale
tamil,Twitter ku vanga thala fans ââââ
french,supprime tous les événements de mon agenda
malayalam,Malyala cinemaye verey level aakum mamankam
arabic,ذكرني بالاجتماع الجاي الساعة أربعة الفجر اليوم
english,let me know if i have new emails
tamil,Yuvan Shankar Raja Musical
tamil,Siva mela viswasam kaaati yen yengala asinga paduthureenge Thala climax vera level 
arabic,تقدر تحط على الكتاب الصوتي شمس العرب تسطع على الغرب
tamil,Ennada jathi Setha elaarum mannu thaan
arabic,من فضلك أسمعني عظيم إحساسي
malayalam,History of Mammukka   kattawaiting and support love u Mammukka
italian,silenzia le impostazioni
tamil,Dai dai ellam nalla than da psysiringa Ippa trend ithan athan atha base panni padam edukiringa Makka evlo nal than da emathuvinga All reel heros I am searching heros in real life Real  ah evanum twitter la kuda karuthu solarathu ku thairiyam illah Ellamay panam appadi thanay
portuguese,eu espero que pudéssemos almoçar juntos
italian,fammi sapere cosa si è accumulato nella mia casella di posta in arrivo dalle tre del pomeriggio
tamil,Hollywood level nu soltravanellam like pottuponga
japanese,愛媛県越智郡上島町のローカルニュースを教えて
japanese,ここは暗すぎる
tamil,SEMMA MASS Thala super the last punch takkaro takkar top takkar
malayalam,Ikkaye big screenil kaaanaaan katta waiting Ikka anbe
tamil,Thala ulllaipa uyirvu ku rolemodelll nenka thala
tamil,Semma padam  ulga tharmana padam
tamil,Hip hop adhi fans hit like
tamil,Muje Tamil language nahi aati but suparbbb trailer I am big fan Rajni sir
kannanda,Nim matalle gottagutte neevu estu positive Anta
tamil,aiyooo thala nee vaa thala
tamil,simbu and vj sethupathi fans hit likeluv u both
tamil,Nee ennathaan Mass aa nadichaalum un face ku athu sutthama suit aagave aagathu yapavume comedy hero thaan
italian,olly abbassa le luci a sette
tamil,Thaaru maaru trailer Selvaraagavan Anna maassssss
tamil,Wow Thala Semma 
tamil,Marabadiyum ajithukku sombu adikka oruthen vandhu irukan
tamil,Mass    Movie ku waiting
tamil,Dai konjam idam kodutha enga thalayave kalaikuriyaun movie flop than nanga 30 per movie ku pogamattom
tamil,Intha muttal makkalukku kaalam poora eps than correct
tamil,Aaj mera  birthday hai guys Kya mujhe 5 like and 5 subscribers milga
malayalam,Mammuni fans dislike adich maduth kanumallo
malayalam,Lucifer um madhura rajayum  block buster film avatte
tamil,Thala fans ellm trailer like pannunga bro
tamil,thala oda trailar la parthytu epdida dislike pannathonuthu anil fans ku
tamil,Thalaiva nee vera level padam sema hit 
japanese,来週は会議がいくつありますか
tamil,Heyyy simbuuuu surprise ummmmmaaaa love u da
tamil,Little impeessing film Epadi iruku nu papom
english,play some radio
dutch,wat zijn de tijden van de trein op de drieëntwintigste naar twello
kannanda,Neene compose madappa hogu
tamil,Yesterday la erundhu ethana vatti pathalum pathutae erukanum pola erukae
tamil,Sema pakkava erukku Bairava teaser vijay style pattaiya kelapputhu Bairava teaser allo alluthu
german,was sind meine aktuellen alarme
dutch,ik heb een verjaardag op maandag maak het evenement
portuguese,podes definir um alarme para a uma e trinta da manhã
tamil,Surya annakitta irunthu ivvalo piriya virunthu kitaikumnu yathir Parthen Mikka mahizi Anna vazthukkal
portuguese,quando está agendado o casamento
dutch,zet het op radio vijf drie acht
tamil,nee enna sonnalum thalapty than no1
kannanda,Super bro
japanese,私の晩御飯の注文は何
malayalam,Ufff aaa Avasaanatha ekkauda aaaa kuthhill thanne unde ellaa Power figuresum
french,trouve mes plats à emporter thaïlandais autour de la concorde
tamil,505K likes 95K left for 600K likes
tamil,Love u suriya annan  Kerala fan 
dutch,wie is de president van polen
english,heating levels at what times in the apt
tamil,All d best from Andhra allu Arjun fans
kannanda,Super bro nimdu chamrajnagar side navra
tamil,I am Kerala Vijay fan njangal und kudea
japanese,明日午後二時にリマインドして
tamil,Super concept bro ranna bro vera lvl pannitinga first padam maari terila trailer cut ahh super na padam kandipa padam vera lvl irukunu expect panni kandipa padathuku ponnum
tamil,Ivanunga correcta back ground selvakku illatha thaalthapatta pasangalatha vetranunga Nalla panam selvakku irukka thaalthappatta jathi karan avan ponnaye kootitu poi kalyanam pannalu ethu ivanunga pannamatranunga athi yenu therla
tamil,Daii pink padathula fighta varathu AJITH DOES NOT SUIT AMITA BACHAAN
tamil,dance adalana paravala thala  ne nadandhu vandala podum
malayalam,Nte Ammmmoooooo Heavy dislike chathavarkku sthuthiyayirikkatteethrayum dislikeone name mohanlal
dutch,hoe is het weer in new york city
dutch,ik heb zin om te schaken kun je dat spelen
tamil,never ever give up  Hollywood level
french,mets les programmes dans ce requis de pad
portuguese,descreve-me com o que se parece uma bola
dutch,blijf bij de laatst gespeelde audioboek
hindi,तुम मटर की सब्जी कैसे बनाती हो
italian,riproduci questo programma
hindi,जैसे ही डोकलम विवाद पर और खबरें हों वैसे ही मुझे बताएं
tamil,What a trailer ya vera level la irukuyow karthi subburaj pinnida ya awesome awesome
kannanda,Best madali olle  belavanige next level sandalwood
tamil,Postman web series intha padam maathiri than irukum
malayalam,Comments vaayichalloini ettante Ella fansum neela mukkiyatteaaha kollam thank you
kannanda,Arjun janyan karkond bandu music kelisiri
japanese,東京の交通量が高すぎる
malayalam,Iam tamilnadu kerala peoples also good
tamil,Epo varaikum parthen parthu kite irukanum pola eruku vera level thala nenga
kannanda,Idu charitre srutsiro song
english,open derek's contact information
tamil,Dubbing remake of pink movie
arabic,كيف هو الطقس في القطيف اليوم
hindi,यह गाना को सुनने के लिए
tamil,Accha to haiproblem kyaa hai 
tamil,Varaa porendaa THALA MASS MAGIC SUPER STAR AJITH Kumar
kannanda,16k people are not liking thisinnna en beko maaraya nimga 
arabic,حط منبه عالساعة ثمانية بكره الصبح
tamil,Bhai hindi m bhi ek mahine baad km se km release kr diya kro
malayalam,Teaser erangi ela
arabic,كيف عرفتني
tamil,400K left for 17M views
tamil,Million views vara Wait panravanga Yaaru
kannanda,Rj naagraj naan bigg fanneeu prathvi aadru naan nim Rj fan aadi age kushi aitu noodi film exlnt ee year supr move heroin sa acting exlnt   whole team suprb
tamil,super vijay aana I love you
french,rappelle-moi de rencontrer joe pour le déjeuner demain
tamil,Batman24 moviekrish  HEROsonthama yosingada dei
kannanda,Gurudesh pandey sir remake madobadlu swamek    madi sir
japanese,指示があるまでミュートに設定して
malayalam,Pothettande direction allenkilum Angerude padathinde feel
tamil,Super thalaaaaaaa  Fine trailer  Never ever seen in Indian cinema  thala Rocks
tamil,Vijay sethupathi fans hit like here
tamil,Jeyam  ungalukku theriya vaaipila sir 16 varusathuku munnadi enakum avalukum nadatha metter  ðBaby  matteraa ena matter angle Kajal  Naa thaan munadinu Ninachen
kannanda,Rakshit anna niii
hindi,क्या मुझे सोमवार को किसी बैठक की याद दिलाने की ज़रूरत है
