text,language,
ರಕ್ಷಿತ್ ಎಂಬುದು ಹೆಸರು... ASN  ಎಂಬುದು ಎಮೋಷನ್....,kannanda,
100M AAgle bek ..,kannanda,
Yakappa yenaytu.. movie swalpa length jasti adre movie chennagide.,kannanda,
hate tik tok,kannanda,
E song super and handsome step super annowru like madi,kannanda,
movie super boss,kannanda,
@prithvi nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರ,kannanda,
China govt super fast agi land,kannanda,
@Shashank Raj ninu thika muchho lo yeno artha aythu ninge ಕಾಮೆಂಟ್ಸ್ ಓದೋದು ಕಲಿ 🤣🤣,kannanda,
Sir ye song Tamil language me hai,kannanda,
Super song,kannanda,
@Sachin Sachin p,kannanda,
Super  song,kannanda,
ಮೆಲ್ಲನೆ ನಶೆ ಎರಿಸೊ ಹಾಡು,kannanda,
Comedy aggie nodorige comedy nee,kannanda,
Karnataka one state but many world,kannanda,
Very nice togari tippa na story..,kannanda,
ಕನ್ನಡದಲ್ಲಿ ಪಕ್ಕಾ ಬ್ಲಾಕ್ ಬಸ್ಟರ್  ಆಗುತ್ತೆ ...ಆದ್ರೆ ಬೇರೆ ಭಾಷೆಗಳಲ್ಲಿ ಸರಿಯಾಗಿ ಪ್ರಮೋಷನ್ ಮಾಡ್ತಾ ಇಲ್ಲ. ಹೀಗೆ ಆದ್ರೆ ಕಷ್ಟ,kannanda,
Idu Englishs filmae beat madute ansudre like madi,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ  ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್,kannanda,
Any Hubli Hudga Here,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
ಎಷ್ಟು ಗುಣಮಟ್ಟವಾಗೀದೆ. ಕನ್ನಡದ ಹೆಮ್ಮೆ.,kannanda,
Super song pakka block buster,kannanda,
Is it similar to swag se Salman song.. ??,kannanda,
Boring agidre All India Trending agtirlilla🤣,kannanda,
Ravi Bandivaddar Osm,kannanda,
Super.... kerala Rakshith shetty fans like maadi. ലൈക്ക് അടിക്കൂ സുഹൃത്തുക്കളെ...,kannanda,
@Megharaj 1 bro avru all best ellidu d fans ge ne nOdeya,kannanda,
Ultimate song....,kannanda,
ಗುರು .. ಉಪೇಂದ್ರ ಅವರ Dialog....  Super,kannanda,
@Srihari Y Gdeepak,kannanda,
En song Guru... Namma Narayana Namma hemme all India fidha agibitdhe nimge ....,kannanda,
ದಿಯಾ  ಅಧ್ಬುತ ಸಿನೆಮಾ .. ಬರೆಯುತ್ತಾ ಹೋದರೆ ತುಂಬಾ ಬರಿಬೇಕು ಅನ್ಸುತ್ತೆ .... ಭಾವನಾತ್ಮಕವಾಗಿ ಸಿನೆಮಾ ಕೊನೆಯವರೆಗೂ ಎಳೆದುಕೊಂಡು ಹೊಗುತ್ತೆ..  ಸಿನೆಮಾ ಗೆದ್ದಿದೆ..,kannanda,
ಮೊಬೈಲ್ ಅಲ್ಲಿ ಮೂವೀ ನ ಬಿಟ್ಟಿದ್ದಾರೆ ಥಿಯೇಟರ್ ಗೆ ಯಾರ್ ಬರ್ತಾರೆ. ನಾನ್ ಮೊಬೈಲ್ ಅಲ್ಲೇ 2 ಟೈಮ್ ನೋಡ್ದೆ,kannanda,
Tamil vishal movie remake,kannanda,
Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr,kannanda,
Kittod nanmaklu maarayya,kannanda,
Dia is wonderful movie. Innu ee fimina hangover alle idini. Idu highest  IMDB rated kannada movie  9.4,kannanda,
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,kannanda,
Kannada ne best adrallu kannada songs adre hen andkondodira,kannanda,
@Nandi Parthasarathi Loo Sisya nin Yello erodu,kannanda,
Same syndrome namma maji cm gi itta??,kannanda,
Bidu Gowda ge Alli hodi beku first avaru mane Alli avaru appa Amma ne kelluthiya dure Tiktok maduthirodana Ennu Nive yochane Madi evallu yetha kithu hogi erollu eru beku ethara avaru edane India ge Bad Name Mathe Namu inda girls ge nu Bad name,kannanda,
Devru nimge olledu maadli,kannanda,
Wonderful song.,kannanda,
Nani kannd full movie,kannanda,
@Nandi Parthasarathi ನಿನ್ ಅಮ್ಮನ್ ನ ಕೈಯಾ,kannanda,
Inta Best Movie na Theatre nalli nodakaglilla ade bejaru,kannanda,
Mast roast madidi anna,kannanda,
ಕನ್ನಡ ಸಿನಿಮಾ ದ ಅವತಾರ ಶುರುವಾಯಿತು,kannanda,
ಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಟಿಸೊ ಅವತಾರಾ,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Super,kannanda,
ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ,kannanda,
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಹಿನ್ನೆಲೆ ಸಂಗೀತಕ್ಕೆ ಮಾರು ಹೋದೆ...,kannanda,
अरे वाह... गजब की फील है इस गाने में..? Fan from gujarat,kannanda,
ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ,kannanda,
SORRY FOR KANNAD INDUSTRY...I      BUT ಇಂತಹ ಫಿಲ್ಮ್ ಬಗ್ಗೆ ಯಾವುದೆ ಮಾಹಿತಿ ಇರಲಿಲ್ಲ ...ಈಗ ಮತ್ತೆ ಎಲ್ಲಾ ಟಾಕಿಸಲ್ಲಿ ಹಾಕಿಸಿ...ಸರ್...ಆದರೆ ಈಗ ಮತ್ತೆ  ಬಂದರೆ..ಟಾಕಿಸಲ್ಲಿ ಫುಲ್ ಆಗಿರುತ್ತದೆ ...,kannanda,
#u osm BronIvrella common sense less kaacaha galu n# one app value gotthilla sedegalu,kannanda,
Nkn yan trailer guru maiye jumm anthu wow amazing,kannanda,
ಅದ್ಭುತವಾದ ಸಂಗೀತ ಆದ್ರೆ ಸುಮಾರಾಗಿದೆ lyrics,kannanda,
@Ajaya shetty huu gottu,kannanda,
ತನ್ನ ಉತ್ತಮ ಗುಣಮಟ್ಟವನ್ನು ಸಾಬೀತು ಮಾಡುತ್ತಾ ಮುಂದೆ ಸಾಗುತ್ತಿದೆ... We love you  #ಮಸ್ತಮಗಾ team🤩,kannanda,
Idu chaitre srustiso avatara,kannanda,
Music ನಿಂದ ಇ ಸಿನೆಮಾ 100 ದಿನ teater    ನಲ್ಲಿ ಇರತ್ತೆ,kannanda,
Sir Super Speech,kannanda,
Superr bhaii songs,kannanda,
After #marakkar trailer,kannanda,
Movie needs recognition,kannanda,
bro same video part 2 madu bro please plsssssssssssssssssssssssssssssssssssss swalpa bindu Gowda na akond roaste madu bro,kannanda,
Manoj Kadakal same here,kannanda,
2.7k rashmika fans,kannanda,
ಇದು ಚರತ್ರೆ ಸೃಷ್ಟಿಸೂೋ ಅವತಾರ ............,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Prajwal devaraj,kannanda,
ಸೂಪರ್   ತೋಗರಿ teppa,kannanda,
@Nandi Parthasarathi ninna akkna tullu haritini nodo iga sulemgne,kannanda,
ಬಂದ ಬಂದ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnHands up,kannanda,
Kannadagru like here .Nama Kannada movie he estu craze edaa,kannanda,
Sir nimmannu prathyakshavagi nodalu aaseyagutide sir nimma hattira ondu dina full kaala kaleyalu aase idhe aadre yenu maadudhu sir nimmannu bittu barudhu yochane maaduvaaga manassige bahala bahala kashsta aagutte sir  devaru nimma aasegalanella eederisaly,kannanda,
ಇಪ್ಪತೈದು ವರ್ಷಗಳ ಹಿಂದೆ ಕೇಳಿದ್ದು ಮತ್ತೆ ಕೇಳಿದಾಗ ತುಂಬಾ ಸಂತೋಷ ವಾಯಿತು,kannanda,
Cindi song repeat mode unlimited,kannanda,
Edralli nivu enu overagi mathadilla bro,kannanda,
Dislike madiroru rashmika kade avre erbeku!,kannanda,
+Shivanand Kattimani  12. 9 .2018,kannanda,
ಅಪೊಲೊ ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದರೆ ಎಲ್ಲ ಸರಿಹೊಗುತ್ತೆ,kannanda,
Evergreen song listalli idhu yavglu iratthe doudte illa....,kannanda,
Kaiwarada thathayya(yogi narayanappa),kannanda,
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೂ ಕನ್ನಡದ ಸಿನಿಮಾ ಆಗುತ್ತೆ. ಆಲ್ ದ ಬೆಸ್ಟ್ from D boss fans.,kannanda,
Super ck. Ur voice ur content........,kannanda,
bindhu lowda na enu rost madu guru,kannanda,
27 M Views,kannanda,
Tiktok ದೂಳು ivathinda,kannanda,
Fab song...,kannanda,
ನಿಮ್ಮ ಅನಿಸಿಕೆಗೆ ನನ್ನ ನಮನಗಳು,kannanda,
Nataka Chennagi Edge,kannanda,
Subscribe aade guru,kannanda,
ನಿಮ್ಮ ಒಳ್ಳೆಯತನಕ್ಕೆ ನನ್ನಂದು ಸಲಾಂ,kannanda,
@ALPHA AB we need more people like u,kannanda,
Lyrics lit VP voice,kannanda,
@Praveen P ik,kannanda,
Super Anna,kannanda,
SUPER  R  BOSS,kannanda,
Boss ದಯಮಾಡಿ 1 year  ಗೆ ಒಂದು ಸಿನಿಮಾ ಆದರೂ ಮಾಡಿ ಮತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಇರುವ ನಿರ್ದೇಶಕನನ್ನ ಮಾತ್ರ ಸಾಯಿಸಬೇಡಿ nನಿಮ್ಮಲ್ಲಿ ಏನೋ ಒಂದು ವಿಶಿಷ್ಟ ಶಕ್ತಿಯಿದೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರೇ...nಪುಟ್ಟಣ್ಣ ಕಣಗಾಲ್,kannanda,
Nange e dia movie est ista agide Andre adu kevala word inda helok agalla,kannanda,
Vp sir super sir,kannanda,
Super bro huge video madu Anna,kannanda,
ನನಗೆ ನೀವ್‌ ಮಾತಾಡೋ ಸ್ಟೈಲ್ ತುಂಬಾ ಇಷ್ಟ ಅಣ್ಣ ಅದ್ರಲ್ಲು  ಮಂಡ್ಯ ಭಾಷೆ ಉಪಯೋಗಿಸ್ತೀರಲ್ಲ ಮಸ್ತು..... ನಿಮಗೆ ಜಾಸ್ತಿ ಸಬ್ ಸ್ಕ್ರೈಬರ್ಸ್ ಆಗಲಿ ಹೀಗೆ ಅಚೀವ್ ಮಾಡಿ ಅಣ್ಣ ನಮ್ಮನ್ನು ಹೀಗೆ ನಗಿಸಿ ಧನ್ಯವಾದಗಳು ಅಣ್ಣ nಅಣ್ಣ ಆಂಗ್ಲ ಪದ ಬಳಕೆ ಗೆ ಕ್ಷಮಿಸಿ ಆಮೇಲೆ ನನ್ನ ಕಾಮೆಂಟ್ ನಾ ಹಾಕೊಂಡ್ ರುಬ್ಬುಟೀರ,kannanda,
Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷‍,kannanda,
Hindi song yalli,kannanda,
Aga navu yaru TV Alli nododu beda. Suvarna channel avra TRP kammi madsona. Aga avrige buddhi barutte. Olle olle films Nella isht Bega TV Alli hakudre theatre ge yaar hogtare,kannanda,
Bro super bro amazing speech,kannanda,
Super Anna,kannanda,
6 dinagalaadru innoo trending nallide,kannanda,
@Devikumari BK shata teriyak nodtidiya??,kannanda,
ಕನ್ನಡದಲ್ಲಿ ಹೊಸ ಪ್ರಯತ್ನಕ್ಕೆ ಒಳ್ಳೆದಾಗಲಿ,kannanda,
kumar h teggin,kannanda,
Srinidhi ಶ್ರೀ w,kannanda,
Sir ನಮಸ್ಕಾರ ಕಲಿಯುಗದಲ್ಲಿ ಅಶ್ವತ್ಥಾಮ ಇದ್ದಾರೆ ಅಂತ ಹೇಳಿದರು .ಎಲ್ಲಿ ಇದ್ದಾರೆ  ಅವರು ನಾವು ನೋಡಬಹುದ ನನು ನೊಡಬೇಕು ಅಂತಾ  ಇದೇ ಅಗತ್ತ sir,kannanda,
Yelru mobile nalli nodidare theater hogi nodrapoa plz,kannanda,
What a song  Jai Kannada,kannanda,
Super song .... Kannada,kannanda,
Trailer looks interesting. Feel like to watch,kannanda,
@Nandi Parthasarathi ನಿಂದು ಬೀದಿ ನಾಯಿ ತುಲ್ಲು ಅನ್ಸುತ್ತೆ,kannanda,
@Sagar sagar  s u r correct bro..,kannanda,
D bosss fans kade inda all the best prajju,kannanda,
ತುಂಬಾ ಅದ್ಭುತ ಕತೆ,kannanda,
howdu first time keldaga nangu ok anstu bt ega kelbeku anstide and sakkath dance moves,kannanda,
Anirud superb yar....wat a thinking man .....,kannanda,
Puneet ge  power star sari shivannange hyatrik sari,kannanda,
ಗುರು ನಿನಗೆ ಧನ್ಯವಾದಗಳು,kannanda,
Nanna prakara badukira bhahudu adare media davari aa cotiyalli ashvattama na bage yake gottaglilla,kannanda,
@Nithin Menezes yes,kannanda,
BLACK HEART ala,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Hands  up  super  song,kannanda,
ಯೆನ್ ಗುರು ನಟನೆ ಅತ್ಯುತ್ತಮವಾದ ರಕ್ಷಿ ಶೆಟ್ಟಿ,kannanda,
#Dia ರೀ ರಿಲೀಸ್ ಮಾಡಿ,kannanda,
Sexy song guru,kannanda,
Do more promotion,kannanda,
@Gajendra hv neen en maadirodu mele,kannanda,
Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu,kannanda,
Olledu ond pan India movie madro sumne yak eneno madkondu...,kannanda,
Super comment guru,kannanda,
Best cinema Dia,kannanda,
So nice bro,kannanda,
I'mGM million  0pp0.,kannanda,
Pranjali Raj nija boglu.... Ninu kannadiga alva,kannanda,
Is different song full Ishtar aytu movie ellaru nodri,kannanda,
ಅದ್ಭುತವಾದ ಸಿನಿಮಾ. ನಾನು ಇತ್ತೀಚೆಗೆ ನೋಡಿದ ಎಲ್ಲ ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗಿಂತ ಇದು ಒಂದು ತೂಕ ಜಾಸ್ತಿ. ಭಾವನೆಗಳ ಭಂಡಾರವನ್ನು ತುಂಬಿ ಕೊಡುವ ಇಂತಹ ಚಿತ್ರಗಳು ಹಿಟ್ ಆಗದಿರುವುದು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ವಿಪರ್ಯಾಸ. ನಿರ್ದೇಶಕರ ಕಲಾತ್ಮಕತೆ ಹಾಗೂ ಸೃಜನಶೀಲತೆಯನ್ನು ಹೊಗಳಲು ಪದಗಳೇ ಸಾಲವು.. ಇಂತ ಸದಭಿರುಚಿಯ ಚಿತ್ರಗಳೇ ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಜೀವಾಳ. ಕಥೆ,kannanda,
Super And Best Film My entire life..,kannanda,
Tik tok ban agleee beku,kannanda,
@Shivananda Kanni rryrrrrtrtworrrorrrp,kannanda,
Devaru kododu nidana hagide nAndre jaasthi kodthane hantanThilkoli,kannanda,
OMG nange gotte irlilla prajwal hatra istond ide anta,kannanda,
ದರ್ಶನ್  ಅವರ    ಜಾಮೀನು ಅರ್ಜಿಯನ್ನು ನ್ಯಾಯಾಲಯ ನಮಸ್ಕಾರ ನಮಸ್ಕಾರ,kannanda,
RSS avaru thumba danger. Avara bhagge ondu episode maadi sir,kannanda,
ಸೂಪರ್ ಸಾಂಗ್ ಫ್ರಂ ಅಪ್ಪು ಫ್ಯಾನ್,kannanda,
Sir nevu Mele bande bartiraa Neman tuldavru nem kaladi bartare aga nem time,kannanda,
January yalli nodidavaru like madi,kannanda,
Appu boss fan's like mdi,kannanda,
@Nandi Parthasarathi ಬಂದ್ರೆ ತಿಕಾ ದೆಂಗ್ತಿನಿ ಎಷ್ಟೇ ನಿನ್ ರೇಟು ಹಡ್ಬಿ ಸೂಳೆ.... ಆ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ ಅಂತೇ... ಅವುಂದು ತುಣ್ಣಿ ,kannanda,
Dislike madiroeu pakka Hollywood heroine fans,kannanda,
@K. LATHEESH KUMAR Kodical ಯಾಕ್ ಅಣ್ಣ,kannanda,
ನಮ್ಮ ಪ್ರೀತಿಯ ಯಜಮಾನ ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ಡಿ  ಬಾಸ್ ಅವರು ಕ್ಲಾಪ್ ಮಾಡಿ ಶುಭ ಹಾರೈಸಿರುವ nಡೈನಾಮಿಕ್ ಪ್ರಿನ್ಸ್ ಪ್ರಜ್ವಲ್ -ದೇವರಾಜ್ ಅಣ್ಣಾ --- ಅಭಿನಯದ ಜಂಟಲ್ ಮನ್ ಚಿತ್ರದ ಟ್ರೈಲರ್ ಬಿಡುಗಡೆಯಾಗಿದೆ ನೋಡಿ ಆನಂದಿಸಿ,kannanda,
Mujhe kuch smjh nhi aaya but I luv this song,kannanda,
Yan helidiya guru,kannanda,
Kannada songs always great....,kannanda,
Superb nice message to all,kannanda,
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ವಷ೯ಕೊಂದು nಮೂವಿ ಮಾಡಿ ಅನ್ನೋರು ಲೈಕ್nಮಾಡಿ,kannanda,
മലയാളീസ് ഹാൻഡ്‌സ് അപ്പ്‌,kannanda,
Sandalwoodnalli  dhamaka mado avatara start agalide.,kannanda,
Super song guru,kannanda,
super toogari tipppa,kannanda,
@Manohar Hiremath ನೋಡುದ್ರೆ ಗೊತ್ತಾಗಲ್ವ ಎಷ್ಟು ಉರ್ಕೊಂಡಿದ್ದೀಯ,kannanda,
Chinddi  guru,kannanda,
αll thє вєѕt frσm drugѕ вσѕѕ fαnzzz,kannanda,
Sir pls i request bgm for band master,kannanda,
Anna super nivu yallidnda baiyodu kalthe,kannanda,
ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,kannanda,
@ಕನ್ಫೂಸ್ ಆತ್ಮ houdu huliyaa,kannanda,
I like your content,kannanda,
ಒಳ್ಳೇದು ಯಾರ್ಗೂನು ಬೇಕಾಗಿಲ್ಲ...,kannanda,
Mast aitu tik tok ban maadi evella odo du bare yodu bittu bari tirpe shoki maadi nandu istu talent ankotir wa yalla dabba nan maklige Sari yaagi paata kalisi dange aitu. Study bage awrige Care idde iddilla iga nodona yestu awar talent anta. Taawe tik tok maadi tammanne brilliant anta tilkoluwara Talente,kannanda,
ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ,kannanda,
king k  yav reeti badavru..?? Jati lekkana or powerty ??,kannanda,
ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬೈದ್ರಿ ನಿಮ್ಮ ಒಂದೊಂದು ಮಾತು ಮುತ್ತಿನಂತದ್ದು.......,kannanda,
ತೋಗರಿ ತಿಪ್ಪ ಸೂಪರ್,kannanda,
Nambike eruvavaru nodi,kannanda,
ಎನ್ ಇಡಿಟ ಮಾಡಿದಿರಾ ಗುರುವೆ,kannanda,
Superb song BGM super,kannanda,
Dialog super agii oddidya anna.. super,kannanda,
Movie super agidhe,kannanda,
ಹಾಡು ಸೂಪರ್,kannanda,
jai sri ram,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Plz sir u r great,kannanda,
Anna super aaegi magadheera videos entertainment new folder,kannanda,
ಏ... ಭೈ ಏನೋಪ ನೀ ಹಿಂಗ ಮೈ ತೊಳೆದು ಬಿಟ್ಟಿ,kannanda,
ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಶೆಟ್ರು,kannanda,
25 M  View,kannanda,
Guru nin heliddu super nija.adre e Bindu lowda avn ammun tukali sule maklige uriyutte ade indiyadalli gst jasti madidre strick madthare ade tik tok madi chinage amount hodre kushi agthare ivrella bharatiyaralla chinise tunnege uttdoru,kannanda,
Yes bro avaga song ajneesh sir voice alli ittu,kannanda,
Your voice super,kannanda,
7 jana chiranjeevigalalli avanu obba.,kannanda,
Edu charitre srustiso movie,kannanda,
Dboss abhimani aagi nange gotthilla esht sala e song nodidhini antha yarellla jasthi nodidhira like madrappa pls,kannanda,
ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Chinna voice super jai army,kannanda,
Rashmika mandana aunty full stomach burning haa?!!! 🤣🤣🤣,kannanda,
Super nice video  bro,kannanda,
Dia super movie,kannanda,
2019 ರಲ್ಲಿ ಈ ಕಥೆ ಯಾರ್ ಯಾರ್ ಕೇಳಿರೆಪಾ,kannanda,
Nice steps like chirnjevi,kannanda,
ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಶಾಪ ವಿಮೋಚನೆಗಾಗಿ ಶಿವನ ಪೂಜೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ ಒಂದು ಬಾರಿ ಉಡುಪಿಗೆ ಮಧ್ಯರಾತ್ರಿ ಬಂದಿರುವುದು  ಖಚಿತವಾಗಿದೆ ಟೀವಿ 9 ಕನ್ನಡದಲ್ಲಿ ಈ ವಿಷಯ ಪ್ರಸಾರವಾಗಿದೆ,kannanda,
ನಿಮ್ಮ ಮಾತುಗಳು ಅಕ್ಷರಶಃ ಸತ್ಯ... ನಿಮ್ಮ ಈ ಸಾಮಾನ್ಯ ಜೀವನ ನೋಡಿ ಕುಷಿ ಆಯಿತು.,kannanda,
@AKSHAY ANAND n 1,kannanda,
Ramesh Snakannanavar wey,kannanda,
@Arun Jaanu summne reply haki yak war madshtiya,kannanda,
supper song,kannanda,
Super guru neevu,kannanda,
ನನ್ನ ಪ್ರಕಾರ ದಿಯಾ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ.. ನನ್ನ ಬಳಿ ಹಣ ಇದ್ದಿದ್ರೆ ೧೦೦೦ ಜನಕ್ಕೆ ಸಿನಿಮಾ ತೋರಿಸ್ತಾ ಇದ್ದೆ.. ಸಿನಿಮಾ ಕಥೆ ಅದ್ಭುತವಾಗಿದೆ.   ಸಿನಿಮಾದಲ್ಲಿ ಎಲ್ಲವೂ ಅದ್ಭುತವಾಗಿದೆ.. ನಾನು ಎರಡು ಬಾರಿ ಸಿನಿಮಾ ನೋಡಿದ್ದೇನೆ.. ದಿಯಾ ಸಿನಿಮಾ ಗೆಲ್ಲಬೇಕು.. ೧೦೦೦ ದಿನ ಸಿನಿಮಾ ಓಡಿದರೂ ಅಚ್ಚರಿ ಇಲ್ಲ,kannanda,
